user_id,anime_title,genre,region,watch_minutes,episodes_completed,days_inactive,subscription_months,ad_clicks,retained,churn_risk,homepage_click,started_episode,completed_episode,returned_next_day
753,Jujutsu Kaisen,Comedy,Latin America,113,9,36,17,4,0,Low,1,0,0,0
754,Attack on Titan,Fantasy,North America,145,10,15,19,0,0,Low,0,0,0,0
755,Jujutsu Kaisen,Fantasy,Asia,166,7,20,38,17,1,Low,0,0,0,0
756,Solo Leveling,Fantasy,Europe,184,14,55,9,16,1,Low,1,1,1,1
757,Jujutsu Kaisen,Fantasy,Latin America,95,14,47,27,8,1,High,1,1,0,0
758,Jujutsu Kaisen,Action,North America,99,2,55,15,8,1,High,1,1,1,0
759,One Piece,Fantasy,North America,164,17,43,37,9,1,Low,1,1,1,0
760,One Piece,Action,Asia,165,20,12,28,19,1,Low,1,1,1,0
761,One Piece,Fantasy,Latin America,86,4,3,4,16,1,Low,0,0,0,0
762,Chainsaw Man,Adventure,Europe,100,13,30,21,12,0,Low,0,0,0,0
763,Solo Leveling,Comedy,Asia,132,18,8,34,3,1,Low,0,0,0,0
764,One Piece,Fantasy,Latin America,140,3,47,19,17,1,Low,1,0,0,0
765,Attack on Titan,Adventure,North America,142,19,32,37,17,0,Low,0,0,0,0
766,Chainsaw Man,Fantasy,Asia,85,5,36,4,8,1,High,1,1,1,0
767,Demon Slayer,Fantasy,North America,141,1,52,37,2,1,Low,1,1,1,1
768,Attack on Titan,Fantasy,North America,111,9,36,32,6,0,Low,1,0,0,0
769,Spy x Family,Adventure,Asia,93,8,23,45,14,0,Low,0,0,0,0
770,Spy x Family,Comedy,Asia,139,3,24,12,8,1,Low,1,1,1,0
771,Attack on Titan,Adventure,Asia,135,2,50,41,8,1,Low,0,0,0,0
772,One Piece,Comedy,Asia,172,1,40,16,3,1,Low,1,1,1,0
773,Demon Slayer,Fantasy,Asia,105,12,28,14,17,1,Low,0,0,0,0
774,Demon Slayer,Action,North America,149,22,58,1,16,0,Low,1,1,0,0
775,Chainsaw Man,Fantasy,Europe,77,13,39,32,5,0,High,1,0,0,0
776,Demon Slayer,Comedy,Europe,129,10,50,21,6,0,Low,0,0,0,0
777,Spy x Family,Adventure,Asia,158,17,49,4,9,1,Low,0,0,0,0
778,Solo Leveling,Fantasy,North America,161,11,46,9,9,1,Low,1,0,0,0
779,One Piece,Adventure,Europe,162,5,35,46,5,0,Low,1,1,1,0
780,Demon Slayer,Adventure,Europe,172,9,14,22,5,1,Low,1,0,0,0
781,Chainsaw Man,Adventure,Europe,122,13,44,12,18,1,Low,1,1,1,0
782,Spy x Family,Fantasy,North America,159,20,59,30,7,0,Low,1,1,1,1
783,Solo Leveling,Adventure,Asia,214,23,17,30,8,1,Low,0,0,0,0
784,Jujutsu Kaisen,Adventure,Asia,121,11,19,32,0,1,Low,0,0,0,0
785,Jujutsu Kaisen,Fantasy,Asia,195,23,4,36,15,0,Low,0,0,0,0
786,Solo Leveling,Adventure,Latin America,175,4,17,7,5,1,Low,1,1,0,0
787,Spy x Family,Fantasy,Latin America,129,21,59,17,7,0,Low,1,1,0,0
788,Chainsaw Man,Comedy,Latin America,132,11,39,1,14,0,Low,1,1,0,0
789,Solo Leveling,Comedy,North America,144,9,0,14,11,0,Low,1,1,1,0
790,One Piece,Comedy,Europe,172,7,18,47,9,1,Low,1,0,0,0
791,One Piece,Adventure,Europe,156,16,22,44,15,1,Low,0,0,0,0
792,Jujutsu Kaisen,Action,North America,121,23,25,44,14,1,Low,1,1,1,1
793,Demon Slayer,Action,North America,56,23,48,38,10,1,High,1,1,1,0
794,Chainsaw Man,Adventure,Asia,166,5,28,26,6,1,Low,1,1,0,0
795,Jujutsu Kaisen,Action,Asia,62,6,58,27,7,1,High,0,0,0,0
796,Demon Slayer,Fantasy,Latin America,85,19,33,45,10,1,High,1,1,1,0
797,Demon Slayer,Action,Latin America,123,1,18,16,8,1,Low,1,0,0,0
798,One Piece,Adventure,North America,91,16,47,46,6,0,High,1,1,1,1
799,Spy x Family,Adventure,Latin America,152,18,17,7,14,1,Low,1,1,1,0
800,Attack on Titan,Fantasy,Europe,128,13,1,32,14,1,Low,1,0,0,0
801,Spy x Family,Comedy,North America,171,1,59,25,15,1,Low,1,1,1,1
802,Attack on Titan,Adventure,North America,75,10,26,31,2,0,Low,0,0,0,0
803,Solo Leveling,Fantasy,Europe,113,7,5,16,15,1,Low,1,1,0,0
804,One Piece,Action,Asia,140,5,38,41,14,1,Low,1,1,1,1
805,Demon Slayer,Action,Asia,141,13,5,14,0,1,Low,1,1,1,1
806,Chainsaw Man,Fantasy,Europe,167,22,58,25,13,0,Low,1,0,0,0
807,Attack on Titan,Fantasy,Europe,103,16,5,30,10,0,Low,1,1,0,0
808,Spy x Family,Adventure,Latin America,121,20,30,7,2,1,Low,1,1,1,1
809,Demon Slayer,Action,North America,160,22,40,12,8,1,Low,1,1,1,1
810,Attack on Titan,Fantasy,Latin America,52,14,39,3,5,1,High,0,0,0,0
811,Attack on Titan,Action,Europe,155,11,29,27,15,1,Low,1,0,0,0
812,Attack on Titan,Fantasy,Latin America,170,19,55,46,10,0,Low,1,1,1,0
813,Chainsaw Man,Action,Europe,86,23,53,19,17,1,High,0,0,0,0
814,One Piece,Comedy,Latin America,127,2,20,43,16,1,Low,1,1,1,1
815,Chainsaw Man,Adventure,Latin America,199,8,40,37,16,1,Low,1,0,0,0
816,Jujutsu Kaisen,Action,Asia,166,13,43,45,2,1,Low,1,0,0,0
817,Demon Slayer,Comedy,Europe,157,7,17,42,18,1,Low,1,0,0,0
818,One Piece,Action,Latin America,179,12,22,7,14,1,Low,1,1,1,1
819,One Piece,Action,North America,212,8,37,16,9,1,Low,0,0,0,0
820,One Piece,Comedy,Latin America,140,16,22,32,7,1,Low,0,0,0,0
821,Spy x Family,Action,Latin America,123,18,27,8,16,1,Low,1,1,1,0
822,One Piece,Action,North America,179,19,35,13,3,0,Low,0,0,0,0
823,Chainsaw Man,Adventure,Europe,132,4,24,11,7,1,Low,0,0,0,0
824,One Piece,Comedy,Asia,102,12,6,20,1,1,Low,1,1,0,0
825,Solo Leveling,Comedy,Asia,118,16,17,18,7,1,Low,1,0,0,0
826,Demon Slayer,Fantasy,Asia,152,21,19,37,6,1,Low,1,1,1,0
827,One Piece,Action,North America,122,22,4,6,8,1,Low,0,0,0,0
828,Demon Slayer,Adventure,Latin America,125,17,17,20,17,1,Low,0,0,0,0
829,Solo Leveling,Action,Europe,98,4,41,32,16,0,High,1,1,1,0
830,Solo Leveling,Action,Latin America,197,20,39,46,0,1,Low,1,1,1,0
831,Demon Slayer,Fantasy,Asia,126,22,32,44,11,0,Low,0,0,0,0
832,Attack on Titan,Action,Latin America,111,9,14,29,3,1,Low,1,1,0,0
833,Jujutsu Kaisen,Adventure,North America,115,5,34,4,16,1,Low,0,0,0,0
834,Spy x Family,Adventure,North America,172,17,46,7,6,0,Low,0,0,0,0
835,Attack on Titan,Fantasy,Europe,162,17,45,43,2,1,Low,1,1,1,1
836,Attack on Titan,Action,Europe,119,2,0,20,0,1,Low,1,1,1,1
837,Chainsaw Man,Adventure,Asia,141,2,20,34,18,1,Low,1,1,1,1
838,Spy x Family,Action,Europe,151,21,7,36,1,0,Low,1,1,1,1
839,Spy x Family,Action,Latin America,111,23,6,7,5,1,Low,1,1,1,1
840,Attack on Titan,Action,North America,78,7,40,33,10,1,High,1,1,1,1
841,One Piece,Fantasy,North America,160,4,49,15,3,0,Low,0,0,0,0
842,Chainsaw Man,Action,North America,114,13,43,32,0,1,Low,1,0,0,0
843,Chainsaw Man,Adventure,Europe,157,20,39,22,10,0,Low,0,0,0,0
844,Solo Leveling,Action,North America,152,11,39,40,15,0,Low,1,0,0,0
845,Spy x Family,Adventure,North America,142,3,29,29,5,1,Low,0,0,0,0
846,Attack on Titan,Action,North America,122,2,37,25,10,0,Low,1,0,0,0
847,Solo Leveling,Adventure,Asia,114,16,34,5,7,1,Low,0,0,0,0
848,Demon Slayer,Adventure,Asia,94,3,1,14,19,1,Low,1,1,1,1
849,Jujutsu Kaisen,Action,Europe,115,15,45,35,0,1,Low,1,1,1,0
850,Chainsaw Man,Action,North America,162,17,7,2,13,0,Low,1,1,0,0
851,Demon Slayer,Adventure,Europe,195,16,37,25,1,1,Low,0,0,0,0
852,Demon Slayer,Comedy,North America,190,20,3,16,5,0,Low,1,1,1,1
853,One Piece,Fantasy,North America,145,7,36,46,8,1,Low,0,0,0,0
854,Jujutsu Kaisen,Comedy,North America,195,16,20,16,13,1,Low,1,1,1,1
855,Demon Slayer,Comedy,Europe,127,5,12,11,7,1,Low,0,0,0,0
856,Demon Slayer,Action,Europe,88,2,8,35,2,1,Low,0,0,0,0
857,Jujutsu Kaisen,Fantasy,North America,216,1,44,23,9,1,Low,0,0,0,0
858,Jujutsu Kaisen,Comedy,Latin America,161,22,28,5,17,0,Low,1,0,0,0
859,Demon Slayer,Action,Europe,78,13,40,35,19,1,High,1,0,0,0
860,Jujutsu Kaisen,Comedy,Asia,202,16,55,29,8,1,Low,0,0,0,0
861,Demon Slayer,Comedy,Europe,110,5,23,47,8,1,Low,1,1,1,0
862,Demon Slayer,Action,North America,118,3,15,5,18,0,Low,1,1,1,1
863,One Piece,Action,Latin America,180,15,11,3,12,0,Low,1,0,0,0
864,Attack on Titan,Action,North America,194,16,1,6,0,0,Low,1,1,1,0
865,Demon Slayer,Fantasy,Asia,99,11,18,23,16,0,Low,1,1,0,0
866,Solo Leveling,Comedy,Europe,198,19,29,46,3,1,Low,1,1,1,0
867,Chainsaw Man,Action,Europe,174,18,15,2,3,1,Low,0,0,0,0
868,Spy x Family,Adventure,North America,108,21,23,18,15,0,Low,0,0,0,0
869,Attack on Titan,Comedy,North America,130,9,12,30,15,1,Low,1,1,1,1
870,Attack on Titan,Adventure,Asia,200,8,4,38,14,1,Low,1,1,1,0
871,Attack on Titan,Fantasy,Latin America,77,22,22,5,5,1,Low,1,0,0,0
872,One Piece,Action,Asia,195,19,55,46,4,1,Low,0,0,0,0
873,Demon Slayer,Adventure,Latin America,173,22,37,11,9,0,Low,1,1,1,1
874,One Piece,Fantasy,Europe,160,5,30,1,6,0,Low,1,1,0,0
875,Demon Slayer,Action,Latin America,145,17,52,10,6,1,Low,0,0,0,0
876,One Piece,Adventure,Latin America,218,5,55,41,9,0,Low,0,0,0,0
877,One Piece,Adventure,Europe,224,14,16,44,9,0,Low,1,1,1,0
878,Chainsaw Man,Fantasy,Europe,115,7,48,26,14,1,Low,1,1,1,0
879,Solo Leveling,Action,Europe,164,9,48,33,5,0,Low,0,0,0,0
880,One Piece,Action,Asia,214,17,2,27,1,1,Low,0,0,0,0
881,Chainsaw Man,Adventure,Europe,108,3,25,12,7,1,Low,0,0,0,0
882,Jujutsu Kaisen,Adventure,North America,149,8,12,2,19,1,Low,1,1,0,0
883,Solo Leveling,Adventure,Europe,180,22,43,1,14,1,Low,0,0,0,0
884,One Piece,Action,Europe,59,13,37,1,17,0,High,0,0,0,0
885,Spy x Family,Fantasy,Europe,173,16,21,33,4,1,Low,1,1,1,1
886,Attack on Titan,Fantasy,Latin America,96,21,20,22,3,1,Low,0,0,0,0
887,Jujutsu Kaisen,Action,Asia,147,10,28,12,9,1,Low,1,1,0,0
888,Jujutsu Kaisen,Comedy,Europe,185,18,44,39,18,0,Low,0,0,0,0
889,Chainsaw Man,Fantasy,Asia,44,3,45,36,13,1,High,0,0,0,0
890,Jujutsu Kaisen,Adventure,North America,171,12,38,21,12,1,Low,0,0,0,0
891,Solo Leveling,Comedy,North America,221,16,4,20,9,0,Low,1,1,1,0
892,One Piece,Comedy,Europe,118,18,13,36,5,0,Low,1,1,0,0
893,One Piece,Fantasy,North America,163,17,17,26,12,0,Low,1,1,1,1
894,Spy x Family,Comedy,Asia,193,7,3,47,10,1,Low,1,0,0,0
895,Attack on Titan,Comedy,Latin America,76,19,32,31,14,0,High,1,1,1,0
896,Chainsaw Man,Fantasy,Europe,170,23,38,1,1,1,Low,0,0,0,0
897,Attack on Titan,Fantasy,North America,180,23,19,38,14,1,Low,0,0,0,0
898,Jujutsu Kaisen,Comedy,Asia,165,8,12,14,18,1,Low,1,1,0,0
899,Spy x Family,Adventure,Asia,143,17,35,26,16,1,Low,0,0,0,0
900,Attack on Titan,Action,North America,99,21,44,46,19,1,High,0,0,0,0
901,Solo Leveling,Comedy,Asia,195,7,3,42,17,1,Low,0,0,0,0
902,One Piece,Comedy,Asia,141,1,34,7,5,1,Low,0,0,0,0
903,Jujutsu Kaisen,Adventure,Europe,103,8,7,12,14,1,Low,0,0,0,0
904,Spy x Family,Comedy,Asia,127,19,51,24,16,0,Low,1,1,1,0
905,Attack on Titan,Comedy,North America,154,20,39,19,8,0,Low,1,0,0,0
906,Chainsaw Man,Action,Europe,77,20,56,9,11,0,High,1,1,1,0
907,Solo Leveling,Action,North America,140,10,48,35,4,1,Low,1,1,1,1
908,Solo Leveling,Action,Latin America,123,12,46,4,13,0,Low,0,0,0,0
909,Attack on Titan,Fantasy,North America,193,1,35,45,7,1,Low,0,0,0,0
910,One Piece,Fantasy,North America,65,21,5,42,16,1,Low,1,0,0,0
911,Attack on Titan,Action,Europe,177,4,55,32,8,0,Low,1,1,0,0
912,Jujutsu Kaisen,Action,Asia,196,4,21,46,2,1,Low,0,0,0,0
913,Attack on Titan,Fantasy,North America,66,9,59,6,6,1,High,1,1,0,0
914,Solo Leveling,Adventure,Europe,71,15,5,28,11,1,Low,1,1,1,0
915,Spy x Family,Comedy,Latin America,211,15,41,28,2,1,Low,1,1,1,1
916,Attack on Titan,Comedy,Europe,103,7,35,40,8,1,Low,1,0,0,0
917,One Piece,Action,Europe,263,12,8,29,13,0,Low,0,0,0,0
918,Spy x Family,Adventure,Asia,67,3,15,42,17,0,Low,1,1,1,1
919,Chainsaw Man,Fantasy,North America,146,20,38,5,10,1,Low,1,1,1,1
920,Demon Slayer,Action,Latin America,139,9,45,5,3,1,Low,0,0,0,0
921,Attack on Titan,Adventure,Europe,131,14,58,37,7,0,Low,1,0,0,0
922,One Piece,Adventure,North America,158,13,37,41,17,0,Low,1,1,1,1
923,Spy x Family,Adventure,North America,160,12,32,28,12,1,Low,1,0,0,0
924,One Piece,Fantasy,Europe,133,1,17,41,3,0,Low,1,1,0,0
925,Chainsaw Man,Fantasy,North America,99,19,11,47,9,1,Low,1,0,0,0
926,Solo Leveling,Comedy,Europe,181,16,53,9,7,1,Low,0,0,0,0
927,One Piece,Comedy,Europe,165,12,26,29,11,0,Low,0,0,0,0
928,Spy x Family,Adventure,Europe,144,10,46,14,18,1,Low,1,1,1,1
929,One Piece,Adventure,Latin America,163,2,0,38,11,0,Low,1,1,1,0
930,One Piece,Fantasy,Europe,170,18,14,40,1,1,Low,0,0,0,0
931,One Piece,Comedy,Asia,109,13,46,34,7,1,Low,0,0,0,0
932,Jujutsu Kaisen,Adventure,North America,162,6,26,37,12,1,Low,1,1,1,0
933,Jujutsu Kaisen,Comedy,Latin America,117,12,15,42,0,1,Low,1,0,0,0
934,Solo Leveling,Comedy,North America,172,22,20,14,2,0,Low,1,1,1,0
935,Attack on Titan,Adventure,Latin America,132,4,0,18,1,1,Low,0,0,0,0
936,One Piece,Fantasy,Asia,164,1,28,33,19,1,Low,0,0,0,0
937,Chainsaw Man,Adventure,Latin America,122,11,2,34,7,0,Low,0,0,0,0
938,Attack on Titan,Adventure,Latin America,166,23,11,28,2,0,Low,1,0,0,0
939,Chainsaw Man,Comedy,Latin America,100,8,59,36,14,0,Low,0,0,0,0
940,Attack on Titan,Adventure,North America,141,2,27,45,1,0,Low,1,1,0,0
941,Solo Leveling,Fantasy,Europe,179,2,38,37,16,1,Low,0,0,0,0
942,One Piece,Adventure,North America,158,16,36,23,5,0,Low,1,0,0,0
943,One Piece,Fantasy,Europe,147,1,30,42,0,1,Low,1,0,0,0
944,Demon Slayer,Fantasy,North America,212,4,59,17,3,0,Low,1,1,1,0
945,Chainsaw Man,Comedy,Asia,180,6,30,11,18,0,Low,0,0,0,0
946,Attack on Titan,Action,Asia,174,21,57,32,6,0,Low,0,0,0,0
947,Attack on Titan,Action,Latin America,166,20,32,37,13,0,Low,0,0,0,0
948,Jujutsu Kaisen,Comedy,Asia,171,14,32,15,13,1,Low,1,0,0,0
949,Demon Slayer,Adventure,Latin America,206,20,46,4,9,1,Low,1,1,0,0
950,Spy x Family,Comedy,Europe,123,15,39,39,6,0,Low,1,1,1,1
951,Spy x Family,Fantasy,Asia,180,7,10,30,15,1,Low,1,0,0,0
952,Jujutsu Kaisen,Action,Europe,154,7,45,10,3,1,Low,1,0,0,0
953,Jujutsu Kaisen,Comedy,North America,124,18,28,23,6,1,Low,0,0,0,0
954,Jujutsu Kaisen,Adventure,Europe,136,23,24,24,14,1,Low,1,1,0,0
955,Chainsaw Man,Comedy,North America,148,2,54,36,16,1,Low,1,0,0,0
956,Chainsaw Man,Action,Europe,105,20,12,5,2,1,Low,1,1,1,1
957,Solo Leveling,Comedy,Europe,174,15,50,37,15,1,Low,1,1,1,1
958,Solo Leveling,Comedy,Asia,135,1,43,43,1,0,Low,0,0,0,0
959,Jujutsu Kaisen,Action,Europe,143,21,53,19,6,1,Low,0,0,0,0
960,Demon Slayer,Fantasy,Asia,194,17,18,37,15,1,Low,1,1,1,0
961,Attack on Titan,Fantasy,Asia,145,20,57,8,8,1,Low,0,0,0,0
962,Chainsaw Man,Action,Latin America,202,13,35,7,11,1,Low,1,1,1,1
963,Demon Slayer,Comedy,Latin America,119,12,27,40,0,1,Low,0,0,0,0
964,One Piece,Action,North America,96,22,3,13,13,1,Low,1,1,1,0
965,Chainsaw Man,Fantasy,Europe,128,15,2,37,10,1,Low,0,0,0,0
966,Chainsaw Man,Adventure,North America,27,5,57,27,17,1,High,1,1,0,0
967,Solo Leveling,Comedy,Europe,176,7,37,18,4,1,Low,1,1,0,0
968,Attack on Titan,Fantasy,Latin America,98,8,36,24,14,0,High,0,0,0,0
969,Attack on Titan,Comedy,Latin America,115,23,42,41,6,0,Low,1,1,1,0
970,Spy x Family,Action,Europe,168,14,24,2,13,1,Low,1,1,0,0
971,Spy x Family,Adventure,Europe,144,4,40,16,19,0,Low,1,1,1,1
972,Spy x Family,Action,Latin America,122,21,34,14,7,1,Low,1,0,0,0
973,Spy x Family,Adventure,Latin America,58,14,28,17,3,1,Low,1,1,0,0
974,One Piece,Comedy,North America,192,10,40,6,2,1,Low,0,0,0,0
975,One Piece,Comedy,Latin America,168,22,28,35,11,1,Low,0,0,0,0
976,Chainsaw Man,Action,Europe,222,16,11,17,17,1,Low,0,0,0,0
977,Jujutsu Kaisen,Adventure,North America,116,11,34,45,14,1,Low,1,0,0,0
978,Solo Leveling,Adventure,Europe,81,22,19,38,10,1,Low,0,0,0,0
979,Solo Leveling,Comedy,Asia,179,14,16,40,10,1,Low,1,1,1,0
980,Spy x Family,Action,North America,132,14,52,6,11,1,Low,1,1,1,0
981,Chainsaw Man,Adventure,Europe,165,2,11,38,18,1,Low,0,0,0,0
982,Demon Slayer,Comedy,Latin America,204,22,56,21,16,1,Low,1,0,0,0
983,Jujutsu Kaisen,Fantasy,Asia,155,13,49,35,5,1,Low,0,0,0,0
984,Chainsaw Man,Action,Europe,146,3,35,23,7,0,Low,0,0,0,0
985,Jujutsu Kaisen,Fantasy,North America,149,18,9,12,14,0,Low,1,0,0,0
986,Jujutsu Kaisen,Action,Europe,74,22,17,29,19,1,Low,1,0,0,0
987,Jujutsu Kaisen,Comedy,Asia,184,4,29,27,9,1,Low,1,1,0,0
988,Chainsaw Man,Adventure,North America,186,21,7,6,14,1,Low,1,1,0,0
989,Spy x Family,Adventure,Asia,161,21,40,21,11,0,Low,0,0,0,0
990,Solo Leveling,Adventure,Europe,79,19,50,7,10,1,High,1,1,1,1
991,Solo Leveling,Action,Latin America,135,16,12,43,17,0,Low,1,0,0,0
992,Spy x Family,Comedy,Latin America,197,4,30,41,4,1,Low,1,1,1,0
993,Jujutsu Kaisen,Fantasy,Europe,117,19,56,16,11,1,Low,0,0,0,0
994,Demon Slayer,Comedy,Europe,187,23,5,5,4,1,Low,1,1,1,1
995,Attack on Titan,Fantasy,Europe,142,15,53,15,9,0,Low,1,0,0,0
996,Chainsaw Man,Action,North America,168,1,6,21,13,1,Low,0,0,0,0
997,Attack on Titan,Action,Asia,123,16,59,4,15,1,Low,1,1,1,1
998,Spy x Family,Fantasy,Asia,143,15,20,5,4,1,Low,0,0,0,0
999,Demon Slayer,Fantasy,Asia,157,16,37,7,10,1,Low,1,1,0,0
1000,Chainsaw Man,Fantasy,Europe,96,22,42,35,18,1,High,1,0,0,0
1001,Spy x Family,Comedy,Asia,150,20,48,36,7,0,Low,0,0,0,0
1002,Jujutsu Kaisen,Fantasy,Europe,32,1,50,15,18,0,High,1,0,0,0
1003,Solo Leveling,Action,North America,115,17,27,28,19,1,Low,1,1,1,1
1004,Attack on Titan,Action,Latin America,161,5,56,2,17,1,Low,1,1,1,0
1005,One Piece,Adventure,Europe,184,5,43,5,11,0,Low,1,0,0,0
1006,One Piece,Fantasy,Europe,158,7,20,7,12,1,Low,1,1,1,0
1007,Demon Slayer,Comedy,Latin America,84,13,20,22,17,1,Low,1,1,1,1
1008,Jujutsu Kaisen,Comedy,Latin America,181,12,23,31,14,0,Low,1,0,0,0
1009,Attack on Titan,Comedy,North America,94,4,26,32,14,0,Low,0,0,0,0
1010,Jujutsu Kaisen,Adventure,Asia,164,4,26,8,11,1,Low,1,1,1,0
1011,Attack on Titan,Action,Europe,95,23,12,41,8,1,Low,0,0,0,0
1012,Demon Slayer,Comedy,Asia,109,21,49,42,18,0,Low,1,1,1,0
1013,Demon Slayer,Action,Europe,101,21,28,11,11,0,Low,1,1,1,0
1014,One Piece,Adventure,North America,145,6,38,1,4,1,Low,0,0,0,0
1015,Jujutsu Kaisen,Fantasy,Latin America,132,15,56,47,19,0,Low,1,1,1,0
1016,Chainsaw Man,Fantasy,North America,160,21,54,40,9,1,Low,1,1,1,1
1017,One Piece,Fantasy,Latin America,139,19,27,19,6,1,Low,0,0,0,0
1018,Jujutsu Kaisen,Comedy,Asia,79,6,36,44,10,1,High,1,1,1,1
1019,One Piece,Fantasy,Asia,151,12,28,38,7,1,Low,1,1,1,1
1020,Chainsaw Man,Comedy,North America,69,14,47,42,6,1,High,0,0,0,0
1021,Solo Leveling,Adventure,Latin America,104,18,21,37,15,0,Low,1,1,1,1
1022,Solo Leveling,Adventure,North America,125,12,35,7,15,1,Low,0,0,0,0
1023,Solo Leveling,Comedy,Latin America,122,15,29,39,13,1,Low,1,1,1,0
1024,Solo Leveling,Action,Latin America,74,19,27,25,14,0,Low,1,0,0,0
1025,Spy x Family,Fantasy,Asia,194,8,22,22,19,0,Low,1,0,0,0
1026,Attack on Titan,Fantasy,Asia,205,9,32,27,8,1,Low,1,1,1,1
1027,Spy x Family,Fantasy,Latin America,230,5,3,41,15,0,Low,1,1,0,0
1028,Spy x Family,Comedy,Latin America,185,5,2,47,15,1,Low,1,0,0,0
1029,Spy x Family,Adventure,Latin America,124,6,31,38,4,1,Low,0,0,0,0
1030,Solo Leveling,Fantasy,Asia,123,23,3,39,2,1,Low,1,0,0,0
1031,Chainsaw Man,Adventure,Asia,121,3,0,15,12,1,Low,0,0,0,0
1032,Demon Slayer,Fantasy,Europe,219,5,11,2,7,1,Low,1,1,0,0
1033,Demon Slayer,Fantasy,Latin America,135,1,12,8,16,0,Low,0,0,0,0
1034,Attack on Titan,Comedy,Europe,190,11,33,44,4,0,Low,0,0,0,0
1035,Solo Leveling,Action,Latin America,187,21,59,43,5,0,Low,0,0,0,0
1036,Solo Leveling,Comedy,Asia,147,20,58,6,1,0,Low,1,0,0,0
1037,Solo Leveling,Fantasy,Europe,81,1,28,20,13,1,Low,0,0,0,0
1038,One Piece,Fantasy,Europe,136,7,8,27,3,1,Low,1,1,0,0
1039,Jujutsu Kaisen,Action,North America,145,15,30,45,2,1,Low,0,0,0,0
1040,One Piece,Adventure,Latin America,191,17,6,23,8,1,Low,0,0,0,0
1041,Jujutsu Kaisen,Adventure,Asia,140,8,12,40,17,1,Low,1,1,1,0
1042,Solo Leveling,Fantasy,North America,91,2,53,17,11,1,High,1,0,0,0
1043,Solo Leveling,Adventure,North America,179,13,1,13,8,1,Low,0,0,0,0
1044,One Piece,Fantasy,Latin America,130,12,32,4,17,1,Low,1,0,0,0
1045,One Piece,Action,North America,38,5,49,20,12,1,High,1,1,1,0
1046,Jujutsu Kaisen,Action,Latin America,152,13,6,42,13,0,Low,1,1,1,1
1047,Demon Slayer,Fantasy,North America,160,6,17,25,9,1,Low,0,0,0,0
1048,Jujutsu Kaisen,Action,Latin America,106,15,50,22,2,1,Low,0,0,0,0
1049,One Piece,Comedy,Asia,132,23,7,17,6,1,Low,1,1,1,1
1050,Chainsaw Man,Comedy,Latin America,166,22,54,40,17,1,Low,0,0,0,0
1051,One Piece,Action,Latin America,153,21,11,11,15,1,Low,1,1,0,0
1052,Chainsaw Man,Fantasy,Europe,77,22,42,25,16,1,High,1,1,0,0
1053,Attack on Titan,Fantasy,Asia,190,11,58,5,5,1,Low,1,1,1,1
1054,One Piece,Action,Asia,208,4,29,21,11,1,Low,1,1,1,1
1055,Attack on Titan,Adventure,Asia,119,1,58,26,18,1,Low,1,1,1,1
1056,Demon Slayer,Comedy,North America,63,15,8,16,2,1,Low,1,1,1,1
1057,Jujutsu Kaisen,Adventure,Europe,170,12,27,40,2,1,Low,1,1,1,0
1058,Chainsaw Man,Fantasy,Asia,113,9,3,21,17,0,Low,1,1,1,1
1059,Jujutsu Kaisen,Fantasy,North America,161,11,38,32,10,1,Low,1,1,0,0
1060,Attack on Titan,Adventure,North America,228,5,16,4,5,0,Low,1,1,1,0
1061,Chainsaw Man,Action,North America,78,7,10,38,18,1,Low,1,1,1,0
1062,Jujutsu Kaisen,Adventure,Europe,108,8,58,8,4,0,Low,1,1,0,0
1063,One Piece,Adventure,North America,132,1,1,9,12,1,Low,1,1,1,0
1064,Solo Leveling,Comedy,Europe,191,1,22,45,4,1,Low,1,1,1,0
1065,Attack on Titan,Comedy,Latin America,282,3,49,17,2,1,Low,1,0,0,0
1066,Jujutsu Kaisen,Adventure,North America,149,8,21,41,18,1,Low,1,1,0,0
1067,Attack on Titan,Adventure,Asia,74,11,25,13,16,1,Low,0,0,0,0
1068,Spy x Family,Fantasy,North America,126,1,11,9,2,1,Low,0,0,0,0
1069,Attack on Titan,Comedy,Latin America,109,14,31,6,14,0,Low,1,0,0,0
1070,Chainsaw Man,Comedy,Latin America,168,1,8,27,16,1,Low,0,0,0,0
1071,Spy x Family,Fantasy,North America,155,6,42,42,12,0,Low,0,0,0,0
1072,Chainsaw Man,Action,Latin America,98,21,4,37,13,1,Low,0,0,0,0
1073,Solo Leveling,Comedy,Europe,106,6,25,39,15,0,Low,0,0,0,0
1074,Spy x Family,Comedy,Europe,125,3,6,43,10,1,Low,0,0,0,0
1075,One Piece,Action,North America,130,10,28,24,16,1,Low,1,1,1,1
1076,Attack on Titan,Comedy,Europe,138,12,32,9,4,0,Low,1,0,0,0
1077,Jujutsu Kaisen,Comedy,Europe,141,10,23,42,14,1,Low,1,1,1,0
1078,Demon Slayer,Action,Asia,189,22,24,11,17,1,Low,1,1,0,0
1079,Attack on Titan,Action,North America,124,2,30,35,15,1,Low,0,0,0,0
1080,Attack on Titan,Adventure,Latin America,118,22,28,29,13,1,Low,1,1,1,0
1081,Solo Leveling,Fantasy,North America,86,13,4,8,13,1,Low,1,1,1,1
1082,One Piece,Fantasy,Europe,131,16,37,17,12,1,Low,0,0,0,0
1083,Demon Slayer,Action,Asia,150,13,44,7,0,1,Low,1,1,1,0
